更上一层楼	gengshangyicenglou
自从盛酒长儿孙	zicongshengjiuchangersun
采薜荔兮水中	caibilixishuizhong
必正席先尝之	bizhengxixianchangzhi
敬遣代表林祖涵	jingqiandaibiaolinzuhan
柳影欲秋天	liuyingyuqiutian
羌戎贺劳旋	qiangronghelaoxuan
阳台碧峭十二峰	yangtaibiqiaoshierfeng
秋色有佳兴	qiuseyoujiaxing
全胜羽客醉流霞	quanshengyukezuiliuxia
每人而悦之	meireneryuezhi
幽处欲生云	youchuyushengyun
严霜五月凋桂枝	yanshuangwuyuediaoguizhi
多于市人之言语	duoyushirenzhiyanyu
南山田中行	nanshantianzhongxing
状貌如妇人	zhuangmaorufuren
绿波浸叶满浓光	lvbojinyemannongguang
琐细如插秧	suoxiruchayang
饿虎不食子	ehubushizi
生理只凭黄阁老	shenglizhipinghuanggelao
南登杜陵上	nandengdulingshang
那堪正飘泊	nakanzhengpiaobo
语之所贵者	yuzhisuoguizhe
杀人如剪草	sharenrujiancao
不独明朝为子推	budumingchaoweizitui|budumingzhaoweizitui
天涯水气中	tianyashuiqizhong
生者日已亲	shengzheriyiqin
穆王得八骏	muwangdebajun
平芜尽处是春山	pingwujinchushichunshan
王孙宴其下	wangsunyanqixia
小子鸣鼓而攻之可也	xiaozimingguergongzhikeye
苟余情其信芳	gouyuqingqixinfang
荃者所以在鱼	quanzhesuoyizaiyu
但见书画传	danjianshuhuachuan
天教分付与疏狂	tianjiaofenfuyushukuang
一叶轻舟寄渺茫	yiyeqingzhoujimiaomang
且夫我尝闻少仲尼之闻而轻伯夷之义者	qiefuwochangwenshaozhongnizhiwenerqingboyizhiyizhe
项羽大怒曰	xiangyudanuyue
荣名以为宝	rongmingyiweibao
椎秦博浪沙	zhuiqinbolangsha
香山楼北畅师房	xiangshanloubeichangshifang
犹似汉江清	yousihanjiangqing
刘驸马水亭避暑	liufumashuitingbishu
五帝三皇神圣事	wudisanhuangshenshengshi
住近湓江地低湿	zhujinpenjiangdidishi
奈何君独抱奇材	naihejundubaoqicai
或百步而后止	huobaibuerhouzhi
老翁逾墙走	laowengyuqiangzou
寻声暗问弹者谁	xunshenganwendanzheshui|xunshenganwentanzheshui
斑竹一支千滴泪	banzhuyizhiqiandilei
明月不归沉碧海	mingyuebuguichenbihai
深注唇儿浅画眉	shenzhuchunerqianhuamei
二十有八载	ershiyoubazai
为我开天关	weiwokaitianguan
诵明月之诗	songmingyuezhishi
以瓦注者巧	yiwazhuzheqiao
春风吹浪正淘沙	chunfengchuilangzhengtaosha
一声吹断横笛	yishengchuiduanhengdi
戴花红石竹	daihuahongshizhu
君子之德风也	junzizhidefengye
众莫知兮余所为	zhongmozhixiyusuowei
本性能耐寒	benxingnengnaihan
水阁虚凉玉簟空	shuigexuliangyudiankong
他年夜雨独伤神	tanianyeyudushangshen
此其大略也	ciqidalueye
一鸟不鸣山更幽	yiniaobumingshangengyou
尾如流星首渴乌	weiruliuxingshoukewu
吾愿君去国捐俗	wuyuanjunquguojuansu
庄子持竿不顾	zhuangzichiganbugu
知误会前翻书语	zhiwuhuiqianfanshuyu
故足以动人	guzuyidongren
赠黄山胡公求白鹇	zenghuangshanhugongqiubaixian
素衣莫起风尘叹	suyimoqifengchentan
但使残年饱吃饭	danshicannianbaochifan
沉魄浮魂不可招	chenpofuhunbukezhao
顿顿食黄鱼	dundunshihuangyu
间道归应速	jiandaoguiyingsu
水光山色与人亲	shuiguangshanseyurenqin
岂知还复有今年	qizhihaifuyoujinnian
孤莺啼永昼	guyingtiyongzhou
夫天无不覆	futianwubufu
儿童系马黄河曲	ertongximahuanghequ
玉盘杨梅为君设	yupanyangmeiweijunshe
悠悠伏枕左书空	youyoufuzhenzuoshukong
从来幽并客	conglaiyoubingke
种种在其中	zhongzhongzaiqizhong
潮满冶城渚	chaomanyechengzhu
汴水扬波澜	bianshuiyangbolan
泛舟南北两湖头	fanzhounanbeilianghutou
终苟免而不怀仁	zhonggoumianerbuhuairen
似火不烧人	sihuobushaoren
金镀眼睛银帖齿	jinduyanjingyintiechi
今年燕子来	jinnianyanzilai
使民心不乱	shiminxinbuluan
新诗改罢自长吟	xinshigaibazichangyin
谁复挑灯夜补衣	shuifutiaodengyebuyi
梅影横窗瘦	meiyinghengchuangshou
若到越溪逢越女	ruodaoyuexifengyuenv
建芳馨兮庑门	jianfangxinxiwumen
夫残朴以为器	fucanpuyiweiqi
光禄池台开锦绣	guangluchitaikaijinxiu
莫嫌荦确坡头路	moxianluoquepotoulu
郭外是黄河	guowaishihuanghe
愿君闻此添蜡烛	yuanjunwencitianlazhu
也从江槛落风湍	yecongjiangkanluofengtuan
野色浩无主	yesehaowuzhu
看画曾饥渴	kanhuacengjike
月下独酌四首	yuexiaduzhuosishou
与衣狐貉者立	yuyihuhaozheli|yuyihuhezheli
大业年中炀天子	dayenianzhongyangtianzi
今夜偏知春气暖	jinyepianzhichunqinuan
音响一何悲	yinxiangyihebei
牛渚西江夜	niuzhuxijiangye
闻琴泪尽欲如何	wenqinleijinyuruhe
歌罢仰天叹	gebayangtiantan
百战疲劳壮士哀	baizhanpilaozhuangshiai
百里奚举于市	bailixijuyushi
忽吾行此流沙兮	huwuxingciliushaxi
何能待来兹	henengdailaizi
宿桐庐江寄广陵旧游	sutonglujiangjiguanglingjiuyou
厥状怪且丑	juezhuangguaiqiechou
浅处无妨有卧龙	qianchuwufangyouwolong
哭友白云长	kuyoubaiyunchang
望之不似人君	wangzhibusirenjun
凌轹白猿公	linglibaiyuangong
一叫一回肠一断	yijiaoyihuichangyiduan
夜寒雪连天	yehanxueliantian
寂寞柴门人不到	jimochaimenrenbudao
吾不忍其觳觫	wuburenqihusu
主人不相识	zhurenbuxiangshi
今子赏罚而民且不仁	jinzishangfaerminqieburen
兔隐豆苗肥	tuyindoumiaofei
右军本清真	youjunbenqingzhen
顾谓从者曰	guweicongzheyue
故圣人之用兵也	gushengrenzhiyongbingye
唯有蜻蜓蛱蝶飞	weiyouqingtingjiadiefei
忧世心力弱	youshixinliruo
别户穿虚明	biehuchuanxuming
虎踞龙蟠何处是	hujulongpanhechushi
已怜根损斩新栽	yiliangensunzhanxinzai
乔木峥嵘明月中	qiaomuzhengrongmingyuezhong
并吞八荒之心	bingtunbahuangzhixin
细雨湿高城	xiyushigaocheng
日暮待情人	rimudaiqingren
虚步蹑太清	xubunietaiqing
秋兰兮青青	qiulanxiqingqing
南行拂楚王	nanxingfuchuwang
肌肤冰雪莹	jifubingxueying
长歌吟松风	changgeyinsongfeng
遥知紫翠间	yaozhizicuijian
下邽田地平如掌	xiaguitiandipingruzhang
晋陶渊明独爱菊	jintaoyuanmingduaiju
天上分金镜	tianshangfenjinjing
云龙山下试春衣	yunlongshanxiashichunyi
地得一以宁	dideyiyining
是何异於刺人而杀之	shiheyiyucirenershazhi
露白月微明	loubaiyueweiming
纪叟黄泉里	jisouhuangquanli
好事者为之也	haoshizheweizhiye
依稀犹记妙高台	yixiyoujimiaogaotai
却羡井中蛙	quexianjingzhongwa
不应墩姓尚随公	buyingdunxingshangsuigong
天意君须会	tianyijunxuhui
欲从灵氛之吉占兮	yuconglingfenzhijizhanxi
莫愁留滞太史公	mochouliuzhitaishigong
谁挥鞭策驱四运	shuihuibiancequsiyun
不信君看弈棋者	buxinjunkanyiqizhe
垂钓绿湾春	chuidiaolvwanchun
天涯海角信音稀	tianyahaijiaoxinyinxi
我李百万叶	wolibaiwanye
再拜献大王足下	zaibaixiandawangzuxia
剔开红焰救飞蛾	tikaihongyanjiufeie
说尽平生意	shuojinpingshengyi
而多方于聪明之用也	erduofangyucongmingzhiyongye
故垒萧萧芦荻秋	guleixiaoxiaoludiqiu
川迥洞庭开	chuanjiongdongtingkai
王母桃花小不香	wangmutaohuaxiaobuxiang
云归而岩穴暝	yunguieryanxueming
则负匮揭箧担囊而趋	zefukuijieqiedannangerqu
唯有邑人知	weiyouyirenzhi
杜陵有布衣	dulingyoubuyi
初闻征雁已无蝉	chuwenzhengyanyiwuchan
鲤退而学诗	lituierxueshi
侯王若能守之	houwangruonengshouzhi
孝子不谀其亲	xiaozibuyuqiqin
长溪流水碧潺潺	changxiliushuibichanchan
隔水问樵夫	geshuiwenqiaofu
春暖撤夜衾	chunnuancheyeqin
学至乎没而后止也	xuezhihumeierhouzhiye
灭迹栖绝巘	miejiqijueyan
检书烧烛短	jianshushaozhuduan
遥寄海西头	yaojihaixitou
辛苦最怜天上月	xinkuzuiliantianshangyue
舜之为臣也	shunzhiweichenye
因缟素而哭之	yingaosuerkuzhi
如智者若禹之行水也	ruzhizheruoyuzhihangshuiye|ruzhizheruoyuzhixingshuiye
平林新月人归后	pinglinxinyuerenguihou
其故家遗俗	qigujiayisu
庭树巢鹦鹉	tingshuchaoyingwu
与子路之妻	yuziluzhiqi
越山长青水长白	yueshanchangqingshuichangbai
王巾笥而藏之庙堂之上	wangjinsiercangzhimiaotangzhishang
邦以民为本	bangyiminweiben
近乎卜祝之间	jinhubuzhuzhijian
主人忘归客不发	zhurenwangguikebufa
偷声木兰花	toushengmulanhua
移舟泊烟渚	yizhouboyanzhu
把盏凄然北望	bazhanqiranbeiwang
雉兔者往焉	zhituzhewangyan
回观村闾间	huiguancunlvjian
千年一清圣人在	qiannianyiqingshengrenzai
照地初开锦绣段	zhaodichukaijinxiuduan
逝将归去诛蓬蒿	shijiangguiquzhupenghao
知他故宫何处	zhitagugonghechu
新雨带秋岚	xinyudaiqiulan
珍宝尽有之	zhenbaojinyouzhi
君子创业垂统	junzichuangyechuitong
遮莫姻亲连帝城	zhemoyinqinliandicheng
望断高唐路	wangduangaotanglu
舟楫控吴人	zhoujikongwuren
今日暮途穷	jinrimutuqiong
此有蜡梅禅老家	ciyoulameichanlaojia
无成涕作霖	wuchengtizuolin
粉红石首仍无骨	fenhongshishourengwugu
春明门外即天涯	chunmingmenwaijitianya
食罢一觉睡	shibayijiaoshui
禹思天下有溺者	yusitianxiayounizhe
淡扫蛾眉朝至尊	dansaoemeichaozhizun
迢迢岁夜长	tiaotiaosuiyechang
终日看山不厌山	zhongrikanshanbuyanshan
湖上风来波浩渺	hushangfenglaibohaomiao
当今天子急贤良	dangjintianzijixianliang
舜流共工于幽州	shunliugonggongyuyouzhou
饿于首阳之下	eyushouyangzhixia
扶桑已成薪	fusangyichengxin
其惟圣人乎	qiweishengrenhu
初似饮醇醪	chusiyinchunlao
暗觉海风度	anjuehaifengdu
指如削葱根	zhiruxueconggen
情因老更慈	qingyinlaogengci
盗贼出于贫穷	daozeichuyupinqiong
止可以一宿而不可久处	zhikeyiyixiuerbukejiuchu
六月十七日昼寝	liuyueshiqirizhouqin
施佛空留丈六身	shifokongliuzhangliushen
还将两行泪	haijianglianghanglei
帅云霓而来御	shuaiyunnierlaiyu
寄新茶与南禅师	jixinchayunanchanshi
何故水边双白鹭	hegushuibianshuangbailu
敛尽春山羞不语	lianjinchunshanxiubuyu
油油的在水底招摇	youyoudezaishuidizhaoyao
扪参历井仰胁息	menshenlijingyangxiexi
真人之息以踵	zhenrenzhixiyizhong
中有一人字太真	zhongyouyirenzitaizhen
君王虽爱蛾眉好	junwangsuiaiemeihao
若有人知春去处	ruoyourenzhichunquchu
使契为司徒	shiqiweisitu
白云一片去悠悠	baiyunyipianquyouyou
凝碧池头奏管弦	ningbichitouzouguanxian
那堪更被明月	nakangengbeimingyue
径草踏还生	jingcaotahaisheng
旧家燕子傍谁飞	jiujiayanzibangshuifei
野老念牧童	yelaonianmutong
夜雪巩梅春	yexuegongmeichun
文献不足故也	wenxianbuzuguye
对君白玉壶	duijunbaiyuhu
使离朱索之而不得	shilizhusuozhierbude
桃李虽不言	taolisuibuyan
予恶乎知说生之非惑邪	yuehuzhishuoshengzhifeihuoxie
自非亭午夜分	zifeitingwuyefen
嗟来桑户乎	jielaisanghuhu
何处寄相思	hechujixiangsi
甘露舌头浆	ganlushetoujiang
歌声唱彻月儿圆	geshengchangcheyueeryuan
聊翱游兮周章	liaoaoyouxizhouzhang
楼识凤凰名	loushifenghuangming
赤叶枫林百舌鸣	chiyefenglinbaisheming
北斗七星高	beidouqixinggao
千里共明月	qianligongmingyue
多情明月邀君共	duoqingmingyueyaojungong
崔嵬飞迅湍	cuiweifeixuntuan
所以持死节	suoyichisijie
魂一夕而九逝	hunyixierjiushi
汉文有道恩犹薄	hanwenyoudaoenyoubo|hanwenyoudaoenyoubao
寂寞山城人老也	jimoshanchengrenlaoye
与民同乐也	yumintongleye
不能喻之于怀	bunengyuzhiyuhuai
仲尼蹴然曰	zhongnicuranyue
一去无踪迹	yiquwuzongji
广裁衫袖长制裙	guangcaishanxiuchangzhiqun
故将愁苦而终穷	gujiangchoukuerzhongqiong
是相与为春秋冬夏四时行也	shixiangyuweichunqiudongxiasishixingye
我生无田食破砚	woshengwutianshipoyan
昔看黄菊与君别	xikanhuangjuyujunbie
移舟木兰棹	yizhoumulanzhao
相对遥相望	xiangduiyaoxiangwang
无由持一碗	wuyouchiyiwan
结客少年场行	jiekeshaonianchangxing
人在舟中便是仙	renzaizhouzhongbianshixian
曲阑深处重相见	qulanshenchuzhongxiangjian|qulanshenchuchongxiangjian
不把双眉斗画长	bubashuangmeidouhuachang
人能虚己以游世	rennengxujiyiyoushi
援琴鸣弦发清商	yuanqinmingxianfaqingshang
亚父受玉斗	yafushouyudou
菰白媚秋菜	gubaimeiqiucai
贤圣既已饮	xianshengjiyiyin
秘密事之载心兮	mimishizhizaixinxi
索琼茅以筳篿兮	suoqiongmaoyitingtuanxi
相和而歌曰	xiangheergeyue
有席卷天下	youxijuantianxia
使子路问津焉	shiziluwenjinyan
横而不流兮	hengerbuliuxi
荷叶生时春恨生	heyeshengshichunhensheng
在尘埃之中	zaichenaizhizhong
醉和金甲舞	zuihejinjiawu
青苔满阶砌	qingtaimanjieqi
而今才道当时错	erjincaidaodangshicuo
风吹花片片	fengchuihuapianpian
不哭亦足矣	bukuyizuyi
沉淀着彩虹似的梦	chendianzhecaihongshidemeng
玉帐分弓射虏营	yuzhangfengongsheluying
梦成风雨浪翻江	mengchengfengyulangfanjiang
未免捶楚尘埃间	weimianchuichuchenaijian
炙脆子鹅鲜	zhicuiziexian
独立扬新令	duliyangxinling
独夜三更月	duyesangengyue
予口张而不能	yukouzhangerbuneng
清筝何缭绕	qingzhengheliaorao
是以陷邻境	shiyixianlinjing
杀尽西村鸡	shajinxicunji
要近丛篁听雨声	yaojinconghuangtingyusheng
则与斗卮酒	zeyudouzhijiu
乐其可知也	leqikezhiye
自古多艰辛	ziguduojianxin
一饱尚如此	yibaoshangruci
恰似十五女儿腰	qiasishiwunveryao
洗妆不褪唇红	xizhuangbutuichunhong
千载仰雄名	qianzaiyangxiongming
南北五千里	nanbeiwuqianli
会须一洗黄茅瘴	huixuyixihuangmaozhang
风动护花铃	fengdonghuhualing
出处亦待时	chuchuyidaishi
变化有鲲鹏	bianhuayoukunpeng
骨气乃有老松格	guqinaiyoulaosongge
鱼复移居心力省	yufuyijuxinlisheng
唤取归来同住	huanquguilaitongzhu
青罗裙带展新蒲	qingluoqundaizhanxinpu
春日醉起言志	chunrizuiqiyanzhi
犹天之不可阶而升也	youtianzhibukejieershengye
幸与松筠相近栽	xingyusongjunxiangjinzai
云霓明灭或可睹	yunnimingmiehuokedu
同辇随君侍君侧	tongniansuijunshijunce
令渠述作与同游	lingqushuzuoyutongyou
迢迢见明星	tiaotiaojianmingxing
红线织成可殿铺	hongxianzhichengkedianpu
然文不可以学而能	ranwenbukeyixueerneng
宫中美人一破颜	gongzhongmeirenyipoyan
君入楚山里	junruchushanli
我今六十五	wojinliushiwu
愿随夫子天坛上	yuansuifuzitiantanshang
竹斋烧药灶	zhuzhaishaoyaozao
岂效穷途之哭	qixiaoqiongtuzhiku
须臾却入海门去	xuyuqueruhaimenqu
玉面耶溪女	yumianyexinv
柴门不正逐江开	chaimenbuzhengzhujiangkai
波澜独老成	bolandulaocheng
沙场烽火侵胡月	shachangfenghuoqinhuyue
赤髯碧眼老鲜卑	chiranbiyanlaoxianbei
故君子居必择乡	gujunzijubizexiang
旦日不可不蚤自来谢项王	danribukebuzaozilaixiexiangwang
就重华而陈词	jiuzhonghuaerchenci|jiuchonghuaerchenci
落日平台上	luoripingtaishang
去者日以疏	quzheriyishu
雨势来不已	yushilaibuyi
项王军在鸿门下	xiangwangjunzaihongmenxia
风雨正苍苍	fengyuzhengcangcang
古戍依重险	gushuyizhongxian
琼枝曲不折	qiongzhiqubuzhe
此生已觉都无事	cishengyijuedouwushi
试问池台主	shiwenchitaizhu
长记平山堂上	changjipingshantangshang
夜酌满容花色暖	yezhuomanronghuasenuan
春桥杨柳应齐叶	chunqiaoyangliuyingqiye
户服艾以盈要兮	hufuaiyiyingyaoxi
林昏瘴不开	linhunzhangbukai
不是闻思所及	bushiwensisuoji
不是爱风尘	bushiaifengchen
虎有爪兮牛有角	huyouzhaoxiniuyoujiao
盘餐市远无兼味	pancanshiyuanwujianwei
为湿最高花	weishizuigaohua
无动而不变	wudongerbubian
只是别形躯	zhishibiexingqu
戏咏猩猩毛笔二首	xiyongxingxingmaobiershou
幽居在空谷	youjuzaikonggu
犹作江南未归客	youzuojiangnanweiguike
何苦将两耳	hekujianglianger
野花啼鸟亦欣然	yehuatiniaoyixinran
赋诗必此诗	fushibicishi
家泉石眼两三茎	jiaquanshiyanliangsanjing
青柳槛前梢	qingliukanqianshao
鸟没夕阳天	niaomeixiyangtian
惆怅中何寄	chouchangzhongheji
馁在其中矣	neizaiqizhongyi
即今耆旧无新语	jijinqijiuwuxinyu
枝弱不胜雪	zhiruobushengxue
吴娃双舞醉芙蓉	wuwashuangwuzuifurong
官船来往乱如麻	guanchuanlaiwangluanruma
安得南征驰捷报	andenanzhengchijiebao
樵客初传汉姓名	qiaokechuchuanhanxingming
仰观天子宫阙之壮	yangguantianzigongquezhizhuang
子舆与子桑友	ziyuyuzisangyou
卧房阶下插鱼竿	wofangjiexiachayugan
槐树层层新绿生	huaishucengcengxinlvsheng
相知何用早	xiangzhiheyongzao
酒贱常愁客少	jiujianchangchoukeshao
敢昭告于皇皇后帝	ganzhaogaoyuhuanghuanghoudi
故君子名之必可言也	gujunzimingzhibikeyanye
绿水新池满	lvshuixinchiman
洞壑当门前	donghedangmenqian
闻道梅花坼晓风	wendaomeihuachexiaofeng
殊异乎公族	shuyihugongzu
行吟楚山玉	xingyinchushanyu
人道是清光更多	rendaoshiqingguanggengduo
老僧已死成新塔	laosengyisichengxinta
松杉真法音	songshanzhenfayin
暮投交河城	mutoujiaohecheng
匀泪偎人颤	yunleiweirenchan
使子贡往侍事焉	shizigongwangshishiyan
烈火张天照云海	liehuozhangtianzhaoyunhai
人生在世间	renshengzaishijian
白发永无怀橘日	baifayongwuhuaijuri
愿为东南枝	yuanweidongnanzhi
已报生擒吐谷浑	yibaoshengqintuyuhun
边城暮雨雁飞低	bianchengmuyuyanfeidi
飞入君家彩屏里	feirujunjiacaipingli
犬上阶眠知地湿	quanshangjiemianzhidishi
何以谓之人	heyiweizhiren
更陈王奋起挥黄钺	gengchenwangfenqihuihuangyue
珊瑚映绿水	shanhuyinglvshui
神欢体自轻	shenhuantiziqing
无乃太匆忙	wunaitaicongmang
取足蔽床席	quzubichuangxi
玉碗盛残露	yuwanshengcanlu
水积春塘晚	shuijichuntangwan
堤下连樯堤上楼	dixialianqiangdishanglou
咏老赠梦得	yonglaozengmengde
春寒花较迟	chunhanhuajiaochi
半山春晚即事	banshanchunwanjishi
若夫霪雨霏霏	ruofuyinyufeifei
来从楚国游	laicongchuguoyou
我有一匹好东绢	woyouyipihaodongjuan
石门流水遍桃花	shimenliushuibiantaohua
摩诃池上春光早	mohechishangchunguangzao
终身何敢望韩公	zhongshenheganwanghangong
以为莫己若者	yiweimojiruozhe
不足以为广	buzuyiweiguang
圣哲体仁恕	shengzhetirenshu
不忧社稷倾	buyoushejiqing
棋局动随寻涧竹	qijudongsuixunjianzhu
水如环佩月如襟	shuiruhuanpeiyuerujin
水面初平云脚低	shuimianchupingyunjiaodi
万物不得不昌	wanwubudebuchang
俱兼山水乡	jujianshanshuixiang
轻衫细马春年少	qingshanximachunnianshao
身心转恬泰	shenxinzhuantiantai
维扬忆旧游	weiyangyijiuyou
青衫老更斥	qingshanlaogengchi
孔雀东飞何处栖	kongquedongfeihechuqi
已映洲前芦荻花	yiyingzhouqianludihua
定非知诗人	dingfeizhishiren
中朝大官老于事	zhongchaodaguanlaoyushi
何日平胡虏	heripinghulu
太白与我语	taibaiyuwoyu
问人于他邦	wenrenyutabang
何日复归来	herifuguilai
端午被恩荣	duanwubeienrong
前心安可忘	qianxinankewang
黄夹缬林寒有叶	huangjiaxielinhanyouye
要留青白在人间	yaoliuqingbaizairenjian
此马之真性也	cimazhizhenxingye
耳闻不如目见	erwenburumujian
松高白鹤眠	songgaobaihemian
儿女嬉笑牵人衣	ernvxixiaoqianrenyi
燕诗示刘叟	yanshishiliusou
蜀江水碧蜀山青	shujiangshuibishushanqing
不乃为大盗积者也	bunaiweidadaojizheye
直匍匐而归耳	zhipufuerguier
饮马长城窟	yinmachangchengku
门人欲厚葬之	menrenyuhouzangzhi
卖鱼生怕近城门	maiyushengpajinchengmen
民生各有所乐兮	minshenggeyousuolexi
心中常苦悲	xinzhongchangkubei
而况全德之人乎	erkuangquandezhirenhu
风鸣两岸叶	fengminglianganye
因甘野夫食	yinganyefushi
西崦人家应最乐	xiyanrenjiayingzuile
山鸡照影空自爱	shanjizhaoyingkongziai
开筵近鸟巢	kaiyanjinniaochao
春草明年绿	chuncaomingnianlv
篱落似江村	liluosijiangcun
今之矜也忿戾	jinzhijinyefenli
饱吃惠州饭	baochihuizhoufan
陌头杨柳黄金色	motouyangliuhuangjinse
还赋谪仙诗	haifuzhexianshi
